NOME_INSTANCIA|MAKESPAN|QTD_ITERACOES|INTER_MELHOR_GLOBAL|QTD_ALTER_MELHOR_GLOBAL|MELHORA_2APT|MELHORA_2SWAP|TEMPO_EXEC
instance138_m=2_n=8_l=20_c=10_s=2_2|87|1000|0|1|1|1|33.6682
instance138_m=2_n=8_l=20_c=10_s=2_3|87|1000|72|2|1|1|33.6299
instance138_m=2_n=8_l=20_c=10_s=2_4|87|1000|5|2|1|1|34.5973
instance138_m=2_n=8_l=20_c=10_s=2_5|87|1000|1|2|1|1|32.8357
instance138_m=2_n=8_l=20_c=10_s=2_6|87|1000|15|3|1|1|33.6654
instance138_m=2_n=8_l=20_c=10_s=2_7|87|1000|3|4|1|1|33.5696
instance138_m=2_n=8_l=20_c=10_s=2_8|88|1000|3|2|1|1|33.1621
instance138_m=2_n=8_l=20_c=10_s=2_9|87|1000|54|2|1|1|33.6346
instance165_m=2_n=8_l=20_c=15_s=2_0|98|1000|23|2|1|1|32.2719
instance165_m=2_n=8_l=20_c=15_s=2_1|98|1000|15|2|1|1|32.2245
instance165_m=2_n=8_l=20_c=15_s=2_2|98|1000|2|2|1|1|31.6137
instance165_m=2_n=8_l=20_c=15_s=2_3|98|1000|1|2|1|1|31.4535
instance165_m=2_n=8_l=20_c=15_s=2_4|98|1000|5|2|1|1|31.1303
instance165_m=2_n=8_l=20_c=15_s=2_5|98|1000|5|2|1|1|32.6225
instance165_m=2_n=8_l=20_c=15_s=2_6|98|1000|39|2|1|1|33.5753
instance165_m=2_n=8_l=20_c=15_s=2_7|98|1000|2|2|1|1|30.2969
instance165_m=2_n=8_l=20_c=15_s=2_8|98|1000|6|4|1|1|31.7252
instance165_m=2_n=8_l=20_c=15_s=2_9|98|1000|63|3|1|1|32.126
instance168_m=2_n=8_l=20_c=15_s=2_0|165|1000|1|2|1|1|30.0583
instance168_m=2_n=8_l=20_c=15_s=2_1|165|1000|3|3|1|1|30.1721
instance168_m=2_n=8_l=20_c=15_s=2_2|165|1000|2|2|1|1|32.4796
instance168_m=2_n=8_l=20_c=15_s=2_3|165|1000|1|2|1|1|30.3851
instance168_m=2_n=8_l=20_c=15_s=2_4|165|1000|2|2|1|1|30.1645
instance168_m=2_n=8_l=20_c=15_s=2_5|165|1000|0|1|1|1|30.2333
instance168_m=2_n=8_l=20_c=15_s=2_6|165|1000|2|3|1|1|29.761
instance168_m=2_n=8_l=20_c=15_s=2_7|165|1000|1|2|1|1|29.0595
instance168_m=2_n=8_l=20_c=15_s=2_8|165|1000|1|2|1|1|29.7802
instance168_m=2_n=8_l=20_c=15_s=2_9|165|1000|0|1|1|1|28.8808
instance173_m=2_n=8_l=20_c=15_s=1_0|261|1000|2|2|1|1|30.139
instance173_m=2_n=8_l=20_c=15_s=1_1|261|1000|1|2|1|1|29.7681
instance173_m=2_n=8_l=20_c=15_s=1_2|261|1000|4|2|1|1|28.8109
instance173_m=2_n=8_l=20_c=15_s=1_3|261|1000|1|2|1|1|31.4825
instance173_m=2_n=8_l=20_c=15_s=1_4|261|1000|2|3|1|1|29.7103
instance173_m=2_n=8_l=20_c=15_s=1_5|261|1000|5|4|1|1|29.0274
instance173_m=2_n=8_l=20_c=15_s=1_6|261|1000|2|3|1|1|28.5025
instance173_m=2_n=8_l=20_c=15_s=1_7|261|1000|2|2|1|1|31.0203
instance173_m=2_n=8_l=20_c=15_s=1_8|261|1000|1|2|1|1|30.3221
instance173_m=2_n=8_l=20_c=15_s=1_9|261|1000|0|1|1|1|29.3612
instance199_m=2_n=8_l=20_c=15_s=0_0|193|1000|0|1|1|1|21.0718
instance199_m=2_n=8_l=20_c=15_s=0_1|193|1000|0|1|1|1|20.6374
instance199_m=2_n=8_l=20_c=15_s=0_2|193|1000|0|1|1|1|20.6069
instance199_m=2_n=8_l=20_c=15_s=0_3|193|1000|0|1|1|1|21.0436
instance199_m=2_n=8_l=20_c=15_s=0_4|193|1000|0|1|1|1|21.1258
instance199_m=2_n=8_l=20_c=15_s=0_5|193|1000|1|2|1|1|20.99
instance199_m=2_n=8_l=20_c=15_s=0_6|193|1000|0|1|1|1|20.6582
instance199_m=2_n=8_l=20_c=15_s=0_7|193|1000|0|1|1|1|20.8172
instance199_m=2_n=8_l=20_c=15_s=0_8|193|1000|0|1|1|1|21.1689
instance199_m=2_n=8_l=20_c=15_s=0_9|193|1000|1|2|1|1|20.9476
instance1_m=2_n=8_l=15_c=5_s=0_0|213|1000|8|4|1|1|19.7951
instance1_m=2_n=8_l=15_c=5_s=0_1|213|1000|90|5|1|1|19.907
instance1_m=2_n=8_l=15_c=5_s=0_2|213|1000|12|5|1|1|19.7821
instance1_m=2_n=8_l=15_c=5_s=0_3|213|1000|40|4|1|1|19.731
instance1_m=2_n=8_l=15_c=5_s=0_4|213|1000|15|4|1|1|19.6422
instance1_m=2_n=8_l=15_c=5_s=0_5|213|1000|9|3|1|1|19.6966
instance1_m=2_n=8_l=15_c=5_s=0_6|213|1000|19|5|1|1|19.7866
instance1_m=2_n=8_l=15_c=5_s=0_7|213|1000|22|6|1|1|19.8243
instance1_m=2_n=8_l=15_c=5_s=0_8|213|1000|13|5|1|1|19.7547
instance1_m=2_n=8_l=15_c=5_s=0_9|213|1000|6|3|1|1|19.8392
instance204_m=2_n=8_l=20_c=15_s=2_0|149|1000|12|3|1|1|21.1681
instance204_m=2_n=8_l=20_c=15_s=2_1|149|1000|6|4|1|1|21.0845
instance204_m=2_n=8_l=20_c=15_s=2_2|149|1000|1|2|1|1|20.8266
instance204_m=2_n=8_l=20_c=15_s=2_3|149|1000|1|2|1|1|21.2516
instance204_m=2_n=8_l=20_c=15_s=2_4|149|1000|2|3|1|1|21.4409
instance204_m=2_n=8_l=20_c=15_s=2_5|149|1000|0|1|1|1|20.7881
instance204_m=2_n=8_l=20_c=15_s=2_6|149|1000|0|1|1|1|20.8465
instance204_m=2_n=8_l=20_c=15_s=2_7|149|1000|10|4|1|1|21.1522
instance204_m=2_n=8_l=20_c=15_s=2_8|149|1000|0|1|1|1|20.7501
instance204_m=2_n=8_l=20_c=15_s=2_9|149|1000|6|5|1|1|20.9299
instance232_m=2_n=8_l=20_c=15_s=0_0|350|1000|7|3|1|1|33.2022
instance232_m=2_n=8_l=20_c=15_s=0_1|350|1000|123|2|1|1|37.6146
instance232_m=2_n=8_l=20_c=15_s=0_2|350|1000|0|1|1|1|31.9555
instance232_m=2_n=8_l=20_c=15_s=0_3|350|1000|4|3|1|1|36.2751
instance232_m=2_n=8_l=20_c=15_s=0_4|350|1000|6|4|1|1|34.8583
instance232_m=2_n=8_l=20_c=15_s=0_5|350|1000|7|3|1|1|37.5066
instance232_m=2_n=8_l=20_c=15_s=0_6|350|1000|92|3|1|1|38.3683
instance232_m=2_n=8_l=20_c=15_s=0_7|350|1000|82|4|1|1|38.1084
instance232_m=2_n=8_l=20_c=15_s=0_8|350|1000|378|3|1|1|37.1685
instance232_m=2_n=8_l=20_c=15_s=0_9|350|1000|12|3|1|1|32.2509
instance240_m=2_n=8_l=20_c=15_s=2_0|102|1000|6|5|1|1|40.7645
instance240_m=2_n=8_l=20_c=15_s=2_1|102|1000|9|4|1|1|37.5697
instance240_m=2_n=8_l=20_c=15_s=2_2|102|1000|32|4|1|1|40.3872
instance240_m=2_n=8_l=20_c=15_s=2_3|102|1000|6|4|1|1|41.0237
instance240_m=2_n=8_l=20_c=15_s=2_4|102|1000|2|2|1|1|37.3535
instance240_m=2_n=8_l=20_c=15_s=2_5|102|1000|1|2|1|1|38.3745
instance240_m=2_n=8_l=20_c=15_s=2_6|102|1000|63|3|1|1|38.9258
instance240_m=2_n=8_l=20_c=15_s=2_7|102|1000|18|4|1|1|41.1245
instance240_m=2_n=8_l=20_c=15_s=2_8|102|1000|1|2|1|1|38.7002
instance240_m=2_n=8_l=20_c=15_s=2_9|102|1000|5|3|1|1|39.7164
